ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
AFD(R);291;Smallmolecule;None;-2;4;Human;0;Functional;2;7.8;8.6;9.4;pEC50;GuidetoPharmacology;373;13;3;4;3.8;CCCCCCCOc1ccc(cc1)CC[C@](COP(=O)(O)O)(N)C
AFD(R);291;Smallmolecule;None;-2;4;Human;0;Functional;2;8.2;8.2;8.2;EC50;ChEMBL;373;13;3;4;3.8;CCCCCCCOc1ccc(cc1)CC[C@](COP(=O)(O)O)(N)C
compound26[PMID:16190743];996;Smallmolecule;None;-2041;4;Human;30;Functional;4;4.9;4.9;4.9;pIC50;GuidetoPharmacology;391;7;1;5;4.1;CC(Cc1ccc(cc1)c1onc(n1)c1ccc(cc1)CN1CC(C1)C(=O)O)C
compound43[PMID:26751273];1044;Smallmolecule;None;-3162;5;Human;0;Functional;1;5.1;5.1;5.1;pEC50;GuidetoPharmacology;461;7;1;8;4.0;OC(=O)CCN1CCc2c(C1)c(C)n(n2)c1nnc(s1)c1ccc(c(c1)Cl)OC(C)C
CYM-5541;1225;Smallmolecule;None;1819;2;Human;44;Functional;3;8.5;8.5;8.5;pA2;GuidetoPharmacology;316;4;0;3;4.7;O=C(N(C1CCCCC1)C1CCCCC1)c1noc(c1)C1CC1
fingolimod-phosphate;1533;Smallmolecule;None;-8;7;Human;32;Functional;13;8.3;8.3;8.3;pIC50;GuidetoPharmacology;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CCC(COP(=O)(O)O)(CO)N
fingolimod-phosphate;1533;Smallmolecule;None;-8;7;Human;32;Functional;13;7.8;8.6;9.4;pEC50;GuidetoPharmacology;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CCC(COP(=O)(O)O)(CO)N
fingolimod-phosphate;1533;Smallmolecule;None;-8;7;Human;32;Functional;13;7.4;8.4;10.0;EC50;ChEMBL;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CCC(COP(=O)(O)O)(CO)N
ponesimod;2971;Smallmolecule;None;-12;4;Human;0;Functional;3;8.2;8.2;8.2;pEC50;DrugCentral;460;8;2;6;4.3;CCCN=C1S/C(=C\c2ccc(c(c2)Cl)OC[C@@H](CO)O)/C(=O)N1c1ccccc1C
ponesimod;2971;Smallmolecule;None;-12;4;Human;0;Functional;3;7.0;7.0;7.0;EC50;ChEMBL;460;8;2;6;4.3;CCCN=C1S/C(=C\c2ccc(c(c2)Cl)OC[C@@H](CO)O)/C(=O)N1c1ccccc1C
(S)-FTY720-phosphate;3394;Smallmolecule;None;-19;6;Human;29;Functional;17;8.5;8.5;8.5;pEC50;GuidetoPharmacology;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CC[C@@](COP(=O)(O)O)(CO)N
(S)-FTY720-phosphate;3394;Smallmolecule;None;-19;6;Human;29;Functional;17;7.6;8.4;9.9;EC50;ChEMBL;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CC[C@@](COP(=O)(O)O)(CO)N
(S)-FTY720-phosphate;3394;Smallmolecule;None;-19;6;Human;29;Functional;17;7.6;7.6;7.6;IC50;ChEMBL;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CC[C@@](COP(=O)(O)O)(CO)N
siponimod;3405;Smallmolecule;None;-724;5;Human;34;Functional;3;5.3;5.3;5.3;pEC50;GuidetoPharmacology;516;9;1;4;6.8;CCc1cc(ccc1CN1CC(C1)C(=O)O)/C(=N/OCc1ccc(c(c1)C(F)(F)F)C1CCCCC1)/C
siponimod;3405;Smallmolecule;None;-724;5;Human;34;Functional;3;8.5;8.5;8.5;pEC50;DrugCentral;516;9;1;4;6.8;CCc1cc(ccc1CN1CC(C1)C(=O)O)/C(=N/OCc1ccc(c(c1)C(F)(F)F)C1CCCCC1)/C
siponimod;3405;Smallmolecule;None;-724;5;Human;34;Functional;3;5.3;5.3;5.3;EC50;ChEMBL;516;9;1;4;6.8;CCc1cc(ccc1CN1CC(C1)C(=O)O)/C(=N/OCc1ccc(c(c1)C(F)(F)F)C1CCCCC1)/C
sphingosine1-phosphate;3443;Smallmolecule;None;1;14;Human;34;Functional;20;8.4;9.1;9.8;pEC50;GuidetoPharmacology;379;17;4;4;4.0;CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)O)N)O
sphingosine1-phosphate;3443;Smallmolecule;None;1;14;Human;34;Functional;20;8.4;8.8;9.4;EC50;ChEMBL;379;17;4;4;4.0;CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)O)N)O
SPM-354;3451;Smallmolecule;None;28;2;Human;0;Functional;1;9.3;9.3;9.3;pA2;GuidetoPharmacology;513;10;4;5;5.8;CCC[C@@](COP(=O)(O)O)(CCc1ccc(cc1Cl)Sc1cc(ccc1O)C(F)(F)F)N
VPC12249;3784;Smallmolecule;None;5;3;Human;3;Functional;1;6.5;6.5;6.5;pEC50;GuidetoPharmacology;601;24;3;4;8.4;CCCCCCCC/C=C\CCCCCCCC(=O)N[C@H](Cc1ccc(cc1)OCc1ccccc1)COP(=O)(O)O
VPC23019;3786;Smallmolecule;None;-8;4;Human;34;Functional;2;6.4;6.3;6.4;EC50;ChEMBL;372;12;4;4;3.0;CCCCCCCCc1cccc(c1)NC(=O)[C@@H](COP(=O)(O)O)N
CHEMBL1651857;56909;Smallmolecule;None;-2;2;Human;0;Functional;1;6.3;6.3;6.3;EC50;ChEMBL;433;6;1;5;4.6;O=C(O)C1CN(Cc2ccc(-c3nc4ccc(Cc5ccccc5)nc4s3)c(F)c2)C1
CHEMBL190006;67033;Smallmolecule;None;-4;4;Human;5;Functional;4;7.5;8.2;8.8;EC50;ChEMBL;387;14;4;4;3.3;CCCCCCCCc1ccc(CC[C@@](N)(CO)COP(=O)(O)O)cc1
CHEMBL199754;72163;Smallmolecule;None;10;4;Human;0;Functional;1;8.3;8.3;8.3;EC50;ChEMBL;515;18;5;10;3.4;N[C@@H](COP(=O)(O)O)[C@H](O)/C=C/CCCCCCCCCCNc1ccc([N+](=O)[O-])c2nonc12
CHEMBL199791;72169;Smallmolecule;None;5;4;Human;8;Functional;1;9.8;9.8;9.8;EC50;ChEMBL;337;14;4;4;2.9;CCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O
